tweet_id	text	user_screen_name	user_name	user_verified	created_at	user_time_zone	user_location	favorite_count	retweet_count	user_followers_count	user_friends_count
967563179889917953	"RT @bniceloco: ""y'all gon respect Ja Rule in this car!"" I'm fucking crying https://t.co/kBk9gp7OhC"	ItsRickRoman	Gold Mamba	False	2018-02-25T06:23:33+05:30	Eastern Time (US & Canada)	Silver Spring	0	0		
